Serial 	FileName 	SBD 	MaDe 	BaiLam
369	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_3.jpg	00012318	0004	BCABBBDBDDBC____________________________          
370	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_4.jpg	00012338	0003	BADADCDCBBCB____________________________          
371	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_5.jpg	00012373	0002	DDBBBBACADAC____________________________          
372	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_6.jpg	00012399	0001	DDBCADCBDCBB____________________________          
373	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_7.jpg	00012427	0002	DDBBBBACADAC____________________________          
374	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_8.jpg	00012457	0003	BADADCDCBBCB____________________________          
375	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\015_9.jpg	00012484	0001	DDBCACCBDDBB____________________________          
376	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016.jpg	00012236	0001	DDBCACCBDDBB____________________________          
377	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_1.jpg	00012274	0001	DDBCACCBDDBB____________________________          
378	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_10.jpg	00012017	0004	BCBDBADBDDBD____________________________          
379	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_11.jpg	00012511	0004	BCAABBDBCDBD____________________________          
380	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_12.jpg	00012540	0003	BADADCDCBBCB____________________________          
381	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_13.jpg	00012565	0004	BCAABCDBCDBD____________________________          
382	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_14.jpg	00012593	0004	BCAADBDDCDBD____________________________          
383	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_15.jpg	00012626	0003	BADADCDCCBCB____________________________          
384	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_16.jpg	00012653	0001	DDBCACCBDDBB____________________________          
385	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_17.jpg	00012682	0004	BCAABBDBCDBD____________________________          
386	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_18.jpg	00012032	0001	DDBCACCBDDBB____________________________          
387	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_19.jpg	00012076	0004	BCAABBDBCDBD____________________________          
388	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_2.jpg	00012292	0001	DDBCACCBDDBB____________________________          
389	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_20.jpg	00012089	0003	BADADCDCBBCB____________________________          
390	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_21.jpg	00012123	0002	DDBBBBACADAC____________________________          
391	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_22.jpg	00012152	0003	BADADCDCBBCB____________________________          
392	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_23.jpg	00012178	0003	BADADCDCBBAB____________________________          
393	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_24.jpg	00012209	0003	BACADCDCBBCB____________________________          
394	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_3.jpg	00012319	0003	BADADCDCBBCB____________________________          
395	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_4.jpg	00012345	0004	BCBABBDBCABD____________________________          
396	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_5.jpg	00012374	0001	DDBCACCBDDBB____________________________          
397	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_6.jpg	00012400	0002	DDBBBBACADAC____________________________          
398	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_7.jpg	00012429	0004	BCAABBDBCDBD____________________________          
399	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_8.jpg	00012458	0002	DDBBBBACADAC____________________________          
400	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\016_9.jpg	00012485	0002	DDBBBBACADAC____________________________          
401	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017.jpg	00012237	0001	DDBCACCBDDBB____________________________          
402	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_1.jpg	00012273	0004	BCAABBDBCDBD____________________________          
403	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_10.jpg	00012018	0003	BADADCDCBBCB____________________________          
404	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_11.jpg	00012512	0003	BCDADCDCBBCB____________________________          
405	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_12.jpg	00012547	0004	BCAABBDBCDBD____________________________          
406	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_13.jpg	00012549	0002	DDBBBBACADAC____________________________          
407	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_14.jpg	00012604	0002	DDBBBBACADAC____________________________          
408	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_15.jpg	00012611	0004	BCAABBDBCDBD____________________________          
409	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_16.jpg	00012654	0004	BCAABBDBCDBD____________________________          
410	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_17.jpg	00012687	0001	DDBCACCBDDBB____________________________          
411	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_18.jpg	00012037	0004	BCAADBDBCDBD____________________________          
412	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_19.jpg	00012074	0004	BCAABBDBCDBD____________________________          
413	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_2.jpg	00012293	0002	DDBBBBACADAA____________________________          
414	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_20.jpg	00012090	0002	DDBBBBACADAC____________________________          
415	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_21.jpg	00012124	0001	DDBCACCBDDBB____________________________          
416	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_22.jpg	00012153	0003	BADADCDCBBCB____________________________          
417	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_23.jpg	00012179	0001	DDBCDCCBDDBB____________________________          
418	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_24.jpg	00012210	0004	BCAABBDBCDBD____________________________          
419	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_3.jpg	00012322	0002	DDBBBBACADAC____________________________          
420	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_4.jpg	00012354	0002	DDABBBACADAC____________________________          
421	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_5.jpg	00012375	0002	DDBBBBACADAC____________________________          
422	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_6.jpg	00012401	0003	BACADCDCBBCB____________________________          
423	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_7.jpg	00012430	0001	DDBCACCBDDBB____________________________          
424	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_8.jpg	00012459	0001	DDBCACCBDDBB____________________________          
425	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\017_9.jpg	00012486	0001	DDBBACCBDDBB____________________________          
426	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018.jpg	00012238	0002	DDBBBBACADAC____________________________          
427	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_1.jpg	00012265	0003	BA*ADCDCBBCB____________________________          
428	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_10.jpg	00012019	0002	DDBBBBACADAC____________________________          
429	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_11.jpg	00012513	0002	DDBBBBACADAC____________________________          
430	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_12.jpg	00012536	0001	DDBCACCBDDBB____________________________          
431	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_13.jpg	00012556	0003	BADADCDCBBCB____________________________          
432	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_14.jpg	00012605	0001	DDBCACCBDDBB____________________________          
433	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_15.jpg	00012616	0001	DDBCADCBDDBB____________________________          
434	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_16.jpg	00012655	0003	BADADCDCBBCB____________________________          
435	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_17.jpg	00012692	0004	BCAABBDBCDBD____________________________          
436	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_18.jpg	00012048	0002	DDBBBBACADAC____________________________          
437	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_19.jpg	00012075	0001	DDBCACCBDDBB____________________________          
438	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_2.jpg	00012294	0003	BDDADCDCBBCB____________________________          
439	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_20.jpg	00012087	0003	BADADCDCBBCB____________________________          
440	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_21.jpg	00012125	0004	BCAADBDBCDBD____________________________          
441	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_22.jpg	00012155	0002	DDBBBBACADAA____________________________          
442	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_23.jpg	00012180	0003	BADADCDCBBCB____________________________          
443	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_24.jpg	00012211	0002	DDBBBBCCADAC____________________________          
444	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_3.jpg	00012323	0002	DDBBBBACADAC____________________________          
445	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_4.jpg	00012356	0003	AADADCDCBBCB____________________________          
446	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_5.jpg	00012376	0003	BADADCDCBBCB____________________________          
447	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_6.jpg	00012402	0004	BCAABBDBCDBD____________________________          
448	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_7.jpg	00012431	0002	DDBBBBACADAC____________________________          
449	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_8.jpg	00012460	0004	BCAABBDBCDBD____________________________          
450	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\018_9.jpg	00012487	0004	BCAABBDBCDBD____________________________          
451	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019.jpg	00012239	0004	BCAABBDBCDBD____________________________          
452	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_1.jpg	00012266	0004	DCAABBDACDBD____________________________          
453	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_10.jpg	00012020	0001	ADDBACCBCDBD____________________________          
454	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_11.jpg	00012514	0004	BCAABBDBCDBD____________________________          
455	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_12.jpg	00012546	0004	BCABBBDBCDBD____________________________          
456	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_13.jpg	00012557	0004	BCAABBDBCDBD____________________________          
457	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_14.jpg	00012600	0002	DDBBBBACADAC____________________________          
458	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_15.jpg	00012622	0002	DDBBBBACADAC____________________________          
459	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_16.jpg	00012656	0001	DDBCACCBDDBB____________________________          
460	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_17.jpg	00012681	0002	DDBBBBACADAC____________________________          
461	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_18.jpg	00012051	0001	DDBCACCBDDBB____________________________          
462	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_19.jpg	00012074	0002	BDBBBBACADAC____________________________          
463	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_2.jpg	00012295	0001	DDBCACCBDDBB____________________________          
464	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_20.jpg	00012083	0001	DDBCACCBDDBB____________________________          
465	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_21.jpg	00012126	0003	BADADCDCBBCB____________________________          
466	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_22.jpg	00012156	0003	BADADCDCBBCB____________________________          
467	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_23.jpg	00012181	0001	DDBCACCBDDBB____________________________          
468	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_24.jpg	00012212	0003	BADADCDCBBCB____________________________          
469	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_3.jpg	00012324	0003	BADADCDCBBCB____________________________          
470	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_4.jpg	00012348	0001	DDBCACCBDDDB____________________________          
471	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_5.jpg	00012377	0004	BCAABBDBCDBD____________________________          
472	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_6.jpg	00012404	0001	DDBCACCBDDBB____________________________          
473	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_7.jpg	00012433	0001	DDBCACCBDDBB____________________________          
474	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_8.jpg	00012461	0003	BADADCDCBBCB____________________________          
475	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\019_9.jpg	00012488	0001	DDBCACCBDDBB____________________________          
476	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020.jpg	00012240	0001	DDBCACCBDDBB____________________________          
477	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_1.jpg	00012272	0003	BABADCDCBBCB____________________________          
478	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_10.jpg	00012022	0001	DDBCACCBDDBB____________________________          
479	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_11.jpg	00012515	0001	DDBCACCBDDBB____________________________          
480	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_12.jpg	00012541	0002	DDBBBBACADAC____________________________          
481	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_13.jpg	00012558	0002	DDBBBBACADAC____________________________          
482	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_14.jpg	00012594	0003	BADADCDCBBCB____________________________          
483	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_15.jpg	00012617	0002	DDBBBBACADAC____________________________          
484	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_16.jpg	00012657	0003	BADADCDCBBCB____________________________          
485	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_17.jpg	00012691	0003	BADADCDCBBCB____________________________          
486	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_18.jpg	00012040	0003	BADADCDCBBCB____________________________          
487	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_19.jpg	00012073	0003	ADDADCDDBBCB____________________________          
488	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_2.jpg	00012296	0004	BCAABBDBCDBD____________________________          
489	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_20.jpg	00012093	0003	BADADCDCBBCB____________________________          
490	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_21.jpg	00012127	0002	DDBBBBACADAC____________________________          
491	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_22.jpg	00012154	0001	DDBCBCCBDDBB____________________________          
492	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_23.jpg	00012182	0004	BCABBBDBCDBD____________________________          
493	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_24.jpg	00012213	0002	DDBBBBACADAC____________________________          
494	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_3.jpg	00012326	0001	DDBCACCBDDBB____________________________          
495	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_4.jpg	00012357	0001	DDBCACCBDDBB____________________________          
496	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_5.jpg	00012378	0001	DDBCACCBDDBB____________________________          
497	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_6.jpg	00012405	0002	DDABBBACADAC____________________________          
498	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_7.jpg	00012434	0004	BCABBBDBCDBD____________________________          
499	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_8.jpg	00012462	0002	DDBBBBACADAC____________________________          
500	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\020_9.jpg	00012489	0004	CCABBBDDCCAD____________________________          
501	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021.jpg	00012241	0004	BCAABBDBCDBD____________________________          
502	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_1.jpg	00012275	0002	DDBBBBACADAC____________________________          
503	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_10.jpg	00012023	0004	BCAABBDBCDBD____________________________          
504	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_11.jpg	00012516	0001	DDBCACCBDDBB____________________________          
505	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_12.jpg	00012535	0003	BADADCDCBBCB____________________________          
506	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_13.jpg	00012555	0001	DDBCACCBDDBB____________________________          
507	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_14.jpg	00012591	0002	DDBBBBACADAC____________________________          
508	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_15.jpg	00012610	0003	BADADADCBBBB____________________________          
509	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_16.jpg	00012658	0004	BCAABBDDCDBD____________________________          
510	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_17.jpg	00012688	0002	DDBBBBACADAC____________________________          
511	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_18.jpg	00012038	0002	DDBBBBCCADAC____________________________          
512	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_19.jpg	00012064	0004	BCAABCDBCDBD____________________________          
513	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_2.jpg	00012297	0003	BADADCDCBBCB____________________________          
514	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_20.jpg	00012086	0002	DDBBBBACADAC____________________________          
515	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_21.jpg	00012128	0003	BADADCDCBBCB____________________________          
516	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_22.jpg	00012157	0004	BCAABBDBDDBD____________________________          
517	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_23.jpg	00012183	0003	BADACCDCBBCB____________________________          
518	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_24.jpg	00012215	0003	BADADCDCBBCB____________________________          
519	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_3.jpg	00012327	0002	DDBBBBACADAC____________________________          
520	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_4.jpg	00012353	0004	BCAABBDBCDBD____________________________          
521	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_5.jpg	00012379	0004	BCAABCDBDCBD____________________________          
522	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_6.jpg	00012406	0003	BADADCDCBBCB____________________________          
523	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_7.jpg	00012435	0003	BADADCDCBBCB____________________________          
524	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_8.jpg	00012463	0001	DDBCACCBDDBB____________________________          
525	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\021_9.jpg	00012490	0003	BADADCDCBBCB____________________________          
526	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022.jpg	00012242	0001	DDBCCCCBDDBB____________________________          
527	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_1.jpg	00012276	0001	DDBCACCBDDBB____________________________          
528	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_10.jpg	00012024	0003	BADADCDCCBCB____________________________          
529	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_11.jpg	00012517	0004	BCAABBDBCDBD____________________________          
530	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_12.jpg	00012545	0002	DDBBBBACADAC____________________________          
531	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_13.jpg	00012550	0004	BCAABBDBDDBD____________________________          
532	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_14.jpg	00012607	0004	BCAABBDBCDBD____________________________          
533	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_15.jpg	00012621	0001	DDBCACCBDDBB____________________________          
534	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_16.jpg	00012659	0002	DDBBBBACADAC____________________________          
535	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_17.jpg	00012680	0001	DDBCACCBDDBB____________________________          
536	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_18.jpg	00012030	0004	BCAABBDBCDBD____________________________          
537	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_19.jpg	00012054	0002	DDBBBBACADAC____________________________          
538	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_2.jpg	00012298	0002	DDBBBBACADAC____________________________          
539	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_20.jpg	00012084	0004	CCAABBDACDBD____________________________          
540	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_21.jpg	00012129	0002	DDBBBBACAAAC____________________________          
541	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_22.jpg	00012159	0002	BDBBBBACADAC____________________________          
542	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_23.jpg	00012184	0001	DDBDACCBDDBB____________________________          
543	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_24.jpg	00012216	0004	BCAABBDBCDBD____________________________          
544	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_3.jpg	00012328	0003	BADADCBCBBCB____________________________          
545	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_4.jpg	00012349	0003	BADADCDCBBC_____________________________          
546	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_5.jpg	00012380	0003	BADADCDCBBCB____________________________          
547	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_6.jpg	00012407	0004	BCAABBDBCDBD____________________________          
548	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_7.jpg	00012436	0001	DDCCACCBDDBB____________________________          
549	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_8.jpg	00012464	0004	BCAABBDBCDBD____________________________          
550	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\022_9.jpg	00012491	0002	DDBBBBAAADAC____________________________          
551	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023.jpg	00012243	0002	DDBBBBACADAC____________________________          
552	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_1.jpg	00012271	0004	BCAABBDBCDBD____________________________          
553	D:\1. KIEM TRA CTP\2. 2025-2026\6. Thi GK II\K12\TOAN\023_10.jpg	00012025	0001	DDBCACCBDDBB____________________________          
